STANOX NO.,FULL NAME,CRS CODE,NR ROUTE
8623,DALRYMPLE JN,,Scotland
9213,DALSTON,DLS,LNW
52052,DALSTON JUNCTION SIG 101,,Anglia
52074,DALSTON JUNCTION STN ELL,DLJ,Anglia
52046,DALSTON KINGSLAND,DLK,Anglia
9211,DALSTON OIL TERMINAL,,LNW
9212,DALSTON OIL TERMINAL(GF),,LNW
11271,DALTON,DLT,LNW
11269,DALTON JN,,LNW
1154,DALWHINNIE,DLW,Scotland
1155,DALWHINNIE ISU (CE),,Scotland
7501,DALZELL B.S.C.,,Scotland
7503,DALZELL U.G.L.,,Scotland
15515,DANBY,DNY,LNE
15875,DANBY WISKE,,LNE
78505,DANESCOURT,DCT,Wales
66457,DANZEY,DZY,LNW
65089,DARLASTON JN,,LNW
15866,DARLINGTON,DAR,LNE
15872,DARLINGTON DOWN BYPASS,,LNE
15865,DARLINGTON NORTH JN.,,LNE
15871,DARLINGTON PARK LANE,,LNE
15863,DARLINGTON SOUTH JN.,,LNE
15868,DARLINGTON UP GOODS LOOP,,LNE
15864,DARLINGTON UP S.S.,,LNE
15870,DARLINGTON UP STA LOOP,,LNE
42223,DARLINGTONS L.C.,,Wales
15848,DARLTN HOPETOWN ISU (S&TE),,LNE
25804,DARNALL,DAN,LNE
49109,DARSHAM,DSM,Anglia
88466,DARTFORD,DFD,Kent
88444,DARTFORD DOWN SIDINGS,,Kent
88438,DARTFORD JN,XRT,Kent
88445,DARTFORD UP SIDINGS,,Kent
88441,DARTFORD WEST JUNCTION,,Kent
18402,DARTON,DRT,LNE
29173,DARWEN,DWN,LNW
29171,DARWEN SD,,LNW
87110,DATCHET,DAT,Wessex
75350,DAUNTSEY,,Western
32538,DAVENPORT,DVN,LNW
70083,DAVENTRY DIDC1 TIBBETT&BRI,,LNW
70086,DAVENTRY DIDC2 TIBBETT&BRI,,LNW
70089,DAVENTRY DRS (MALCOLM W H),,LNW
70088,DAVENTRY GBRF,,LNW
70080,DAVENTRY INT RFT RECEP EWS,,LNW
70074,DAVENTRY INT RFT RECEP FL,,LNW
70081,DAVENTRY INT RFT RECEP RFD,,LNW
70087,DAVENTRY IRFT (MALCOLM WH),,LNW
70084,DAVENTRY IRFT CRIPPLE SDG,,LNW
70082,DAVENTRY IRP TIBBETT&BRITT,,LNW
70075,DAVENTRY NORTH JN,,LNW
70073,DAVENTRY RECEP SDGS EP2,,LNW
70077,DAVENTRY SOUTH JN,,LNW
1132,DAVIOT,,Scotland
70090,DAVTRY RP,,LNW
66205,DAW MILL COLLIERY FASTLINE,,LNW
66202,DAW MILL COLLIERY FHH,,LNW
66201,DAW MILL COLLY,,LNW
66200,DAW MILL G.F.,,LNW
66203,DAW MILL GBRF,,LNW
66199,DAW MILL SIGNAL SY531,,LNW
14159,DAWDON POLKA SIDING,,LNE
14161,DAWDON SB,,LNE
83605,DAWLISH,DWL,Western
83603,DAWLISH WARREN,DWW,Western
66204,DAWMLTXP,,LNW
794,DAX,DAX,Non Britain
57444,DBY AT SG,,East Midlands
89465,DEAL,DEA,Kent
89464,DEAL SIDING,,Kent
31515,DEAL STREET JN,,LNW
86112,DEAN,DEN,Wessex
86117,DEAN EAST GRIMSTEAD G.F.,,Wessex
86118,DEAN ENGINEERS SIDING,,Wessex
86111,DEAN HILL SDGS. M.O.D.,,Wessex
31069,DEAN LANE,DNN,LNW
31305,DEAN LANE QUICK MIX,,LNW
31306,DEAN LANE R.T SDGS.,,LNW
31307,DEAN LANE R.T.S. (FLHH),,LNW
7042,DEANSDE,,Scotland
33088,DEANSGATE,DGT,LNW
32406,DEANSGATE JN,,LNW
37228,DEANSGATE JN SIG. DJ19,,LNW
7043,DEANSIDE C.P.A.,,Scotland
7044,DEANSIDE CPA FLT,,Scotland
7053,DEANSIDE LOOP,,Scotland
64120,DECOY L.C.,,Wales
23453,DECOY NTH JN,,LNE
39003,DEE MARSH B.S.C.,,Wales
39001,DEE MARSH JN.,,Wales
39000,DEE MARSH RECP. SDGS,,Wales
38999,DEE MRSH,,LNW
40047,DEGANWY,DGY,Wales
18472,DEIGHTON,DHN,LNE
37067,DELAMERE,DLM,LNW
1051,DELNY,,Scotland
927,DEN HAAG CS,DHS,Non Britain
70263,DENBIGH HALL NORTH JN,,LNW
70265,DENBIGH HALL SOUTH JN,,LNW
18498,DENBY DALE,DBD,LNE
57131,DENBY OPENCAST,,East Midlands
73450,DENHAM,DNM,LNW
73451,DENHAM GOLF CLUB,DGC,LNW
87606,DENMARK HILL,DMK,Sussex
9443,DENT,DNT,LNW
40203,DENTITHSD,,Wales
32520,DENTON,DTN,LNW
32519,DENTON JN,,LNW
32502,DENTON STATION JN,,LNW
88431,DEPTFORD,DEP,Kent
57403,DERBY,DBY,East Midlands
57442,DERBY ADTRANZ LITCHURCH LN,,East Midlands
57210,DERBY CTL,,East Midlands
57990,DERBY CTL,,East Midlands
57200,DERBY CWC,,East Midlands
57411,DERBY H.S.,,East Midlands
57410,DERBY LONDON RD JUNCTION,,East Midlands
57402,DERBY NORTH DOC SIDINGS,,East Midlands
57422,DERBY R.T.C. (FRAGONSET),,East Midlands
57421,DERBY R.T.C. (SERCO),,East Midlands
49145,DERBY ROAD,DBR,Anglia
57230,DERBY SCH,,East Midlands
57441,DERBY ST ANDREWS ECONOMAC,,East Midlands
57409,DERBY STATION NORTH JN.,,East Midlands
57413,DERBY WAY & WORKS SIDINGS,,East Midlands
57401,DERBY WKS,,East Midlands
57420,DERBYBREL,,East Midlands
48427,DEREHAM U.K.F.,,Anglia
59421,DESBOROUGH SUMMIT,,East Midlands
58138,DESFORD,,East Midlands
84199,DEVONPORT,DPT,Western
84202,DEVONPORT ROYAL DOCKYARD,,Western
18438,DEWSBURY,DEW,LNE
18432,DEWSBURY BLUE CIRCLE,,LNE
18431,DEWSBURY EAST JN,,LNE
18433,DEWSBURY TILCON,,LNE
74312,DIDCOT CT,,Western
74319,DIDCOT DISTRIBUTION CENTRE,,Western
74320,DIDCOT EAST JN,,Western
74310,DIDCOT FUELLING POINT,,Western
74311,DIDCOT GREAT WESTERN SOC.,,Western
74322,DIDCOT NORTH JN,,Western
74313,DIDCOT PARKWAY,DID,Western
74306,DIDCOT POWER STATION D&C,,Western
74317,DIDCOT POWER STATION EWS,,Western
74323,DIDCOT PWR STN FLINER HVY,,Western
74308,DIDCOT SIG. SN940,,Western
74314,DIDCOT T.C.,,Western
74321,DIDCOT WEST CURVE JN,,Western
74316,DIDCOT WEST END,,Western
74309,DIDCOT WEST YARD ISU (CE),,Western
74318,DIDCOTCPL,,Western
74307,DIDCOTPSF,,Western
83449,DIGBY & SOWTON,DIG,Western
32105,DIGGLE JN,,LNW
53233,DIGSWELL JN.,,LNE
771,DIJON-PERRIGNY,,Non Britain
51,DILLINGEN (SAARLOUIS),,Non Britain
82105,DILTON MARSH,DMH,Western
47050,DIMMOCKS COTE AHB,,Anglia
78717,DINAS POWYS,DNS,Wales
78014,DINAS RHONDDA,DMG,Wales
78710,DINGLE ROAD,DGL,Wales
1091,DINGWALL,DIN,Scotland
1092,DINGWALL C.E.,,Scotland
76372,DINMORE TUNNELS,,Wales
26302,DINNINGTON JN,,LNE
15714,DINSDALE,DND,LNE
32243,DINTING,DTG,LNW
86144,DINTON,,Wessex
86142,DINTON M.O.D.,,Wessex
32543,DISLEY,DSL,LNW
49002,DISS,DIS,Anglia
49003,DISS RECP.,,Anglia
36404,DITTON (O'CONNOR SDGS),,LNW
36409,DITTON (O'CONNOR) FASTLINE,,LNW
36405,DITTON (OCONNOR) FLINER,,LNW
36401,DITTON EAST JUNCTION,,LNW
36398,DITTON FOUNDRY LANE AHC,,LNW
36402,DITTON FOUNDRY LN(AHC-EWS),,LNW
36406,DITTON RECEPTION (FL),,LNW
36407,DITTON WEST JUNCTION,,LNW
36410,DITTON WIDNES INNOVIS,,LNW
36408,DITTON YARD,,LNW
36403,DITTONCRE,,LNW
15867,DLTN STH DOWN PASSR LOOP,,LNE
89737,DMOOR LRS,,Kent
89738,DMOORCPLS,,Kent
63624,DOCK JN NORTH,,East Midlands
63623,DOCK JN SOUTH,,East Midlands
17052,DOCKFIELD JN,,LNE
84200,DOCKYARD,DOC,Western
25386,DODWORTH,DOD,LNE
79093,DOLAU,DOL,Wales
88296,DOLEHAM,DLH,Kent
40058,DOLGARROG,DLG,Wales
89729,DOLLANDS MOOR COLAS RAIL,,Kent
89748,DOLLANDS MOOR CTRL,,Kent
89580,DOLLANDS MOOR E. BOUNDARY,,Kent
89730,DOLLANDS MOOR G.E.T,,Kent
89726,DOLLANDS MOOR GBRF,,Kent
89736,DOLLANDS MOOR L.H.S.,,Kent
89735,DOLLANDS MOOR SDGS,XLM,Kent
89739,DOLLANDS MOOR T.P.L.,XTP,Kent
89578,DOLLANDS MOOR W. BOUNDARY,,Kent
89576,DOLLANDS MOOR WEST JN,,Kent
89728,DOLNDMREP,,Kent
73819,DOLPHIN JN,,Western
40063,DOLWYDDELAN,DWD,Wales
739,DON SAINGHIN (LILLE),,Non Britain
23450,DONC ANG,,LNE
23460,DONC COAL,,LNE
23411,DONC. MARSHGATE JN.,,LNE
23421,DONCASTER,DON,LNE
23800,DONCASTER,,LNE
23810,DONCASTER,,LNE
23820,DONCASTER,,LNE
23830,DONCASTER,,LNE
23840,DONCASTER,,LNE
23850,DONCASTER,,LNE
23910,DONCASTER,,LNE
23920,DONCASTER,,LNE
23930,DONCASTER,,LNE
23940,DONCASTER,,LNE
23950,DONCASTER,,LNE
23960,DONCASTER,,LNE
23970,DONCASTER,,LNE
23980,DONCASTER,,LNE
23990,DONCASTER,,LNE
23414,DONCASTER C.H.S.,,LNE
23416,DONCASTER D.C.E SDGS.,,LNE
23305,DONCASTER DECOY SOUTH JCN,,LNE
23440,DONCASTER DOWN DECOY,,LNE
23439,DONCASTER DOWN DECOY FLF,,LNE
23451,DONCASTER DOWN DECOY GBRF,,LNE
23442,DONCASTER ECD POWERTRACK,,LNE
23445,DONCASTER EPT (F'LINERS),,LNE
23438,DONCASTER EUROPORT,,LNE
23428,DONCASTER FREIGHT DEPT EWS,,LNE
23431,DONCASTER L.I.P.,,LNE
23415,DONCASTER MIDDLE ROAD,,LNE
23429,DONCASTER RAILPORT,,LNE
23455,DONCASTER RAILPORT (FF),,LNE
23449,DONCASTER RAILPORT (GBRF),,LNE
23437,DONCASTER RAILPT SPINE RD,,LNE
23309,DONCASTER ROYAL MAIL TERML,,LNE
23499,DONCASTER SIG D1489,,LNE
23412,DONCASTER SIG D1490,,LNE
23486,DONCASTER SIG D191,,LNE
23422,DONCASTER SIG D249,,LNE
23423,DONCASTER SIG D254,,LNE
23424,DONCASTER SIG D275,,LNE
23148,DONCASTER SIG D866,,LNE
23426,DONCASTER SNOWYS YARD DBS,,LNE
23430,DONCASTER UP DECOY,,LNE
23446,DONCASTER UP DECOY F'LINER,,LNE
23425,DONCASTER WEST RECEPTION,,LNE
23418,DONCASTER WEST YARD,XWV,LNE
23433,DONCASTER WOOD YARD,,LNE
23447,DONCASTER WOOD YD VIRTUAL,,LNE
23413,DONCASTER WORKS (FLHH),,LNE
23420,DONCASTER WORKS CARR SHOPS,,LNE
23419,DONCASTER WORKS WABTEC,,LNE
23448,DONCASTR DOWN DECOY FLINR,,LNE
23457,DONCD SP2,,LNE
23454,DONCRPTRP,,LNE
23436,DONCS WLR,,LNE
23427,DONCSTRYD,,LNE
64814,DONNINGTON JUNCTION,,LNW
64815,DONNINGTON RFT,,LNW
64816,DONNINGTON SUMMERHOUSE DRV,,LNW
23435,DONWDYARD,,LNE
23434,DONWDYDRP,,LNE
86980,DORCHESTER JN,,Wessex
86976,DORCHESTER SOUTH,DCH,Wessex
86979,DORCHESTER SOUTH FLHH,,Wessex
86973,DORCHESTER SOUTH ISU (CE),,Wessex
86977,DORCHESTER WEST,DCW,Wessex
25704,DORE & TOTLEY,DOR,LNE
25707,DORE SOUTH JN,,LNE
25705,DORE STATION JN,,LNE
25708,DORE WEST JN,,LNE
87687,DORKING,DKG,Sussex
87086,DORKING DEEPDENE,DPD,Wessex
87084,DORKING WEST,DKT,Wessex
87757,DORMANS,DMS,Sussex
66433,DORRIDGE,DDG,LNW
66432,DORRIDGE C.E. SGDS,,LNW
66464,DORRIDGE UP PASSENGER LOOP,,LNW
64237,DORRINGTON,,Wales
25,DORTMUND HBF,DTM,Non Britain
64309,DOUGHT'S LEVEL CROSSING,,Wales
797,DOURGESD3,,Non Britain
32548,DOVE HOLES,DVH,LNW
57476,DOVEFIELDS L.C.,,East Midlands
89611,DOVER PRIORY,DVP,Kent
89612,DOVER PRIORY SIDINGS,,Kent
89614,DOVER SIGNAL YE 621,,Kent
89613,DOVER SIGNAL YE 623,,Kent
49415,DOVERCOURT,DVC,Anglia
64401,DOVEY JUNCTION,DVY,Wales
64399,DOVEY JUNCTION DOWN LOOP,,Wales
34230,DOWLOW HINDLOW (FHH),,LNW
34234,DOWLOW1&2,,LNW
34229,DOWLOWFL,,LNW
56604,DOWN TRENT LOOP,,East Midlands
46255,DOWNHAM MARKET,DOW,Anglia
46254,DOWNHAM MARKET RECP.,,Anglia
81431,DR DAY'S JN,,Western
57802,DRAKELOW C POWERGEN,,East Midlands
57805,DRAKELOW C POWERGEN (FHH),,East Midlands
57801,DRAKELOW EAST CURVE JN,,East Midlands
57803,DRAKELOW WEST CURVE JN,,East Midlands
18000,DRAX AES (FLHH),,LNE
17998,DRAX AES (GBRF),,LNE
18003,DRAX BRANCH JUNCTION,,LNE
17992,DRAX GYPSUM LOADING POINT,,LNE
17997,DRAX PFA LOADING PT (EWS),,LNE
17991,DRAX POWER STATION,,LNE
18001,DRAX POWER STATION,,LNE
17993,DRAXC&WGB,,LNE
57437,DRAYCOTT,,East Midlands
86429,DRAYTON,,Sussex
73271,DRAYTON GREEN,DRG,Western
73270,DRAYTON GREEN JUNCTION,,Western
54291,DRAYTON PARK,DYP,LNE
4821,DREM,DRM,Scotland
4823,DREM D.P.L.,,Scotland
4819,DREM SIG EF537,,Scotland
4806,DREM SIGNAL EF821,,Scotland
4818,DREM SIGNAL EF821,,Scotland
4820,DREM U.P.L.,,Scotland
4822,DREM URS,,Scotland
19016,DRIFFIELD,DRF,LNE
10205,DRIGG,DRI,LNW
10204,DRIGG BNF,,LNW
85412,DRINIK ML,,Western
85411,DRINNICK MILL,,Western
85413,DRNIKMILL,,Western
85414,DRNIKMLCD,,Western
67014,DROITWICH DOWN GOODS LOOP,,Western
67013,DROITWICH SIGNAL 68,,Western
67012,DROITWICH SPA,DTW,Western
67015,DROITWICH UP GOODS LOOP,,Western
25711,DRONFIELD,DRO,LNE
10200,DRS,,LNW
6219,DRUMCHAPEL,DMC,Scotland
7009,DRUMFROCHAR,DFR,Scotland
7323,DRUMGELLOCH,DRU,Scotland
7322,DRUMGELLOCH SIG EN5025,,Scotland
6217,DRUMRY,DMY,Scotland
18466,DRYCLOUGH JN,,LNE
15869,DTONSJN,,LNE
8119,DUBBS JN,,Scotland
65642,DUDDESTON,DUD,LNW
66327,DUDDESTON JN,,LNW
63009,DUDDING HILL JN,,LNW
4684,DUDDNGSTN,,Scotland
65641,DUDDSTNCW,,LNW
65811,DUDLEY PORT,DDP,LNW
57114,DUFFIELD,DFI,East Midlands
79326,DUFFRYN WEST,,Wales
2011,DUFFTOWN,DUT,Scotland
1072,DUIRINISH,DRN,Scotland
17,DUISBURG RUHRORT-HAFEN,,Non Britain
6527,DUKE STREET,DST,Scotland
47006,DULLINGHAM,DUL,Anglia
6136,DUMBARTON CENTRAL,DBC,Scotland
6138,DUMBARTON CENTRAL C.E.,,Scotland
6137,DUMBARTON EAST,DBE,Scotland
6135,DUMBARTON GOODS LOOP,,Scotland
6139,DUMBARTON SIG YD938,,Scotland
7127,DUMBRECK,DUM,Scotland
9022,DUMFRIES,DMF,Scotland
9019,DUMFRIES MAXWELLTOWN - DCC,,Scotland
9021,DUMFRIES MAXWELLTOWN ICI,,Scotland
9026,DUMFRIES SOUTH JN,,Scotland
9024,DUMFRIES UP SIDING,,Scotland
9023,DUMFRIES YARD,,Scotland
89470,DUMPTON PARK,DMP,Kent
81918,DUNBALL,,Western
4827,DUNBAR,DUN,Scotland
4828,DUNBAR DOWN SDGS CE,,Scotland
4826,DUNBAR UP SDGS CE,,Scotland
3161,DUNBLANE,DBL,Scotland
3162,DUNBLANE DRS ISU (CE),,Scotland
3163,DUNBLANE S.B.,,Scotland
1074,DUNCRAIG,DCG,Scotland
3054,DUNDEE,DEE,Scotland
3053,DUNDEE CENTRAL JN,,Scotland
3062,DUNDEE H.S.,XDE,Scotland
3055,DUNDEE HEAD SHUNT,,Scotland
3060,DUNDEE WEST T.C.,DUE,Scotland
3319,DUNFERMLINE QUEEN MARGARET,DFL,Scotland
3321,DUNFERMLINE TOWN,DFE,Scotland
89437,DUNGENESS BRITISH ENERGY,,Kent
3106,DUNKELD & BIRNAM,DKD,Scotland
3107,DUNKELD & BIRNAM UP SDG,,Scotland
731,DUNKERQUE,,Non Britain
733,DUNKERQUE,,Non Britain
734,DUNKERQUE,,Non Britain
735,DUNKERQUE,,Non Britain
89692,DUNKERQUE,,Non Britain
730,DUNKIRQUE VIA DOVER,,Non Britain
8701,DUNLOP,DNL,Scotland
8648,DUNRAGIT,,Scotland
1023,DUNROBIN CASTLE,DNO,Scotland
1025,DUNROBIN EWS,,Scotland
7008,DUNROD,,Scotland
13523,DUNSTON,DOT,LNE
89342,DUNTON GREEN,DNG,Kent
13702,DURHAM,DHM,LNE
13695,DURHAM SIG TY358,,LNE
13697,DURHAM SIG.TY357,,LNE
87253,DURNSFORD ROAD STAFF HALT,,Wessex
87996,DURRINGTON-ON-SEA,DUR,Sussex
13,DUSSELDORF HBF,DUS,Non Britain
47302,DUXFORD,,Anglia
47305,DUXFRD,,Anglia
2042,DYCE,DYC,Scotland
2043,DYCE RAITHS FARM F.D.,,Scotland
64417,DYFFRYN ARDUDWY,DYF,Wales
79256,DYNEVOR JN,,Wales
15701,EAGLESCLIFFE,EAG,LNE
15704,EAGLESCLIFFE DOWN LOOP,,LNE
15700,EAGLESCLIFFE MARSHALLS EWS,,LNE
73253,EALING BROADWAY,EAL,Western
34013,EARLE SIDINGS (FLHH),,LNW
34009,EARLES SDGS S.B.,,LNW
35325,EARLESTOWN,ERL,LNW
87002,EARLEY,EAR,Wessex
72246,EARLS COURT L.T.,ZET,LUL
34003,EARLS SDG,,LNW
3231,EARLSEAT HALL CONSTRUCTION,,Scotland
87250,EARLSFIELD,EAD,Wessex
35326,EARLSTOWN UP & DOWN LOOP,,LNW
87903,EARLSWOOD (SURREY),ELD,Sussex
66447,EARLSWOOD (WEST MIDLANDS),EWD,LNW
87902,EARLSWOOD SIGNAL T1136,,Sussex
14006,EAST BOLDON,EBL,LNE
14005,EAST BOLDON UP LOOP,,LNE
15874,EAST COWTON XOVERS,,LNE
87701,EAST CROYDON,ECR,Sussex
87699,EAST CROYDON SIGNAL T1065,,Sussex
87702,EAST CROYDON UP SIDINGS,,Sussex
32524,EAST DIDSBURY,EDY,LNW
87610,EAST DULWICH,EDW,Sussex
89322,EAST FARLEIGH,EFL,Kent
16603,EAST GARFORTH,EGF,LNE
86113,EAST GRIMSTEAD E.C.C.,,Wessex
87759,EAST GRINSTEAD,EGR,Sussex
87758,EAST GRINSTEAD SIDINGS,,Sussex
51602,EAST HAM E.M.U.D.,XEM,Anglia
44036,EAST HOLMES S B,,LNE
7231,EAST KILBRIDE,EKL,Scotland
7232,EAST KILBRIDE ISU CE,,Scotland
59344,EAST LANGTON,,East Midlands
55405,EAST LEAKE,,East Midlands
89411,EAST MALLING,EML,Kent
56650,EAST MIDLANDS PARKWAY,EMD,East Midlands
89320,EAST PECKHAM REVERSE,,Kent
89319,EAST PECKHAM TIP,,Kent
87243,EAST PUTNEY,ZPU,Wessex
82241,EAST SOMERSET JN,,Western
51130,EAST TILBURY,ETL,Anglia
76117,EAST USK BRANCH,,Wales
76116,EAST USK BRANCH ALPHASTEEL,,Wales
76126,EAST USK BRANCH BIRDPORT,,Wales
76114,EAST USK JN.,,Wales
76120,EAST USK JN. N. Y.,,Wales
76115,EAST USK ORB WORKS EWS,,Wales
87993,EAST WORTHING,EWR,Sussex
88254,EASTBOURNE,EBN,Sussex
88255,EASTBOURNE SIDINGS,,Sussex
78713,EASTBROOK,EBK,Wales
6712,EASTERHOUSE,EST,Scotland
89139,EASTERN JN (SITTINGBOURNE),,Kent
86100,EASTET16S,,Wessex
6430,EASTFIELD H.S.,XED,Scotland
6432,EASTFIELD PASSENGER LOOP,,Scotland
15811,EASTGATE BLUE CIRCLE,,LNE
38220,EASTHAM RAKE,ERA,LNW
86087,EASTLEIGH,ESL,Wessex
86990,EASTLEIGH,,Wessex
86099,EASTLEIGH AGGREGATE SDGS.,,Wessex
86092,EASTLEIGH ALSTOM,XFB,Wessex
86085,EASTLEIGH D.C.S.,XEX,Wessex
86098,EASTLEIGH DPT FREIGHTLINER,,Wessex
86102,EASTLEIGH EAST JN,,Wessex
86090,EASTLEIGH EAST YARD,,Wessex
86091,EASTLEIGH H.S.,,Wessex
86089,EASTLEIGH LWR DEPOT,,Wessex
86095,EASTLEIGH MARCROFT SIDING,,Wessex
86094,EASTLEIGH P.A.D.,,Wessex
86097,EASTLEIGH SOUTH JN,,Wessex
86093,EASTLEIGH TRSMD,XEH,Wessex
86105,EASTLEIGH VIRTUAL QUARRY,,Wessex
86106,EASTLEIGH WEST JUNCTION,,Wessex
86109,EASTLEIGH WORKS GBRF,,Wessex
86127,EASTLEIGH WORKS-ALSTOM-FL,,Wessex
86096,EASTLH10S,,Wessex
86088,EASTLP&MD,,Wessex
9036,EASTRIGGS CROSSOVER,,Scotland
9035,EASTRIGGS M.O.D.,,Scotland
19218,EASTRINGTON,EGN,LNE
76119,EASTUSKNS,,Wales
76122,EASTUSKSR,,Wales
29001,EASTWOOD,,LNW
89536,EBBSFLEET CTRL,,HS1
89532,EBBSFLEET E JN,XXI,HS1
89530,EBBSFLEET INTERNATIONAL,EBF,HS1
89529,EBBSFLEET W JN,XXJ,HS1
89535,EBBSFNO1S,,HS1
76481,EBBW JN,,Wales
76646,EBBW VALE PARKWAY,EBV,Wales
76644,EBBW VALE STH GROUND FRAME,,Wales
84084,ECC MARSH MILLS,,Western
85212,ECC PAR HARBOUR,,Western
7993,ECCLEFECHAN,,Scotland
31739,ECCLES,ECC,LNW
48510,ECCLES RD EXCHANGE SIDINGS,,Anglia
48512,ECCLES RD JOHNSTON'S SDG,,Anglia
48511,ECCLES ROAD,ECS,Anglia
48513,ECCLES ROAD FHH,,Anglia
31740,ECCLES UP GOODS LOOP,,LNW
25306,ECCLESFIELD WEST S.B.,,LNE
36615,ECCLESTON PARK,ECL,LNW
67372,ECKINGTON LOOP,,Western
34005,EDALE,EDL,LNW
1043,EDDERTON,,Scotland
88325,EDEN PARK,EDN,Kent
9314,EDEN VALLEY GOODS LOOP,,LNW
87736,EDENBRIDGE,EBR,Sussex
87760,EDENBRIDGE TOWN,EBT,Sussex
36170,EDGE HILL,EDG,LNW
36174,EDGE HILL DOWN WAPPING,XDG,LNW
36176,EDGE HILL GULLET SDGS,,LNW
36173,EDGE HILL INTERCITY DEPOT,XEG,LNW
36175,EDGE HILL S.B.,,LNW
36109,EDGE LANE JN,,LNW
32537,EDGELEY JN NO1,,LNW
32536,EDGELEY JN NO2,,LNW
4302,EDINNLS,,Scotland
4303,EDINBURGH,EDB,Scotland
4039,EDINBURGH PARK,EDP,Scotland
4307,EDINBURGH SIGNAL E815,,Scotland
51949,EDMONTON GREEN,EDR,Anglia
59102,EDWALTON,,East Midlands
87076,EFFINGHAM JN SIGNAL GD1322,,Wessex
87071,EFFINGHAM JUNCTION,EFF,Wessex
87073,EFFINGHAM JUNCTION NECK,XFF,Wessex
17999,EGGBORO' (WHITLEY BDGE JN),,LNE
18006,EGGBOROUGH P.S. (FLHH),,LNE
17995,EGGBOROUGH P.S. (GBRF),,LNE
18007,EGGBOROUGH POWER STATION,,LNE
83232,EGGESFORD,EGG,Western
57461,EGGINTON JN,,East Midlands
87107,EGHAM,EGH,Wessex
7245,EGLINTON ST JN,,Scotland
15519,EGTON,EGT,LNE
95,EINSIEDLERHOF,,Non Britain
7112,ELDERSLIE,,Scotland
7113,ELDERSLIE U.P.L.,,Scotland
7114,ELDERSLIE US (DRS),,Scotland
86110,ELEGHYDRP,,Wessex
86103,ELEIGH YD,,Wessex
86086,ELEIGHEXM,,Wessex
87246,ELEPHANT & CASTLE,EPH,Sussex
72359,ELEPHANT & CASTLE (LT),ZEL,LUL
66007,ELFORD,,LNW
2007,ELGIN,ELG,Scotland
2006,ELGIN S.B.,,Scotland
2008,ELGIN YARD,,Scotland
87592,ELL BOUNDARY SOUTH,,Sussex
18453,ELLAND,ELN,LNE
38343,ELLESMEPT,,LNW
38317,ELLESMERE PORT,ELP,LNW
38352,ELLESMERE PORT ASSTD OCTEL,,LNW
38322,ELLESMERE PORT CAWOODS,,LNW
38341,ELLESMERE PORT GOODS YARD,,LNW
38326,ELLESMERE PORT M WHARF FHH,,LNW
38320,ELLESMERE PORT T.C.,,LNW
38351,ELLESMERE PORT U&DGL,,LNW
38318,ELLESMERE PORT WEST SDGS,,LNW
38342,ELLESMREP,,LNW
88321,ELMERS END,ELE,Kent
59315,ELMESTHORP,,East Midlands
88468,ELMSTEAD WOODS,ESD,Kent
46404,ELMSWELL,ESW,Anglia
25308,ELSECAR,ELR,LNE
47335,ELSENHAM,ESM,Anglia
22002,ELSHAM,,LNE
38319,ELSMR PW,,LNW
38362,ELSMREMSC,,LNW
38321,ELSMRWMSC,,LNW
62197,ELSTOW,,East Midlands
62199,ELSTOW REDLAND SDG,,East Midlands
63212,ELSTREE & BOREHAMWOOD,ELS,East Midlands
88418,ELTHAM,ELW,Kent
44514,ELTON & ORSTON,ELO,LNE
7991,ELVAN WATER VIADUCT,,Scotland
7984,ELVANFOOT,,Scotland
42009,ELWORTHJN,,LNW
46273,ELY,ELY,Anglia
46275,ELY DOCK JN,,Anglia
46271,ELY MLF PAPWORTH SIDINGS,,Anglia
46272,ELY NORTH JN,XYE,Anglia
46290,ELY PAPWORTH SDGS GBRF,,Anglia
46269,ELY PAPWORTH SIDINGS,,Anglia
46267,ELY PAPWORTH SIDINGS FLT,,Anglia
46274,ELY RECP.,,Anglia
46270,ELY WEST JN,,Anglia
72353,EMBANKMENT LT,ZEK,LUL
50391,EMERSON PARK,EMP,Anglia
86343,EMSWORTH,EMS,Wessex
43417,ENDON,,LNW
53301,ENFIELD CHASE,ENC,LNE
51913,ENFIELD LOCK,ENL,Anglia
51946,ENFIELD TOWN,ENF,Anglia
51945,ENFIELD TOWN SIGNAL L5531,,Anglia
20001,ENGINE SHED JN GOOLE,,LNE
17149,ENGINE SHED JN.,XES,LNE
18013,ENGLAND LANE LC,,LNE
64230,ENGLISH BRIDGE JUNCTION,,Wales
29175,ENTWISTLE,ENT,LNW
38330,EPORTWREP,,LNW
87681,EPSOM,EPS,Sussex
87682,EPSOM - UP SIDINGS,XFK,Sussex
87680,EPSOM (BALLAST),,Sussex
87692,EPSOM DOWNS,EPD,Sussex
87684,Epsom Sig W1181,,Sussex
65606,ERDINGTON,ERD,LNW
87764,ERIDGE,ERI,Sussex
88604,ERITH,ERH,Kent
88426,ERITH LOOP,,Kent
84206,ERNESETTLE SDGS MOD (NAVY),,Western
3069,ERROL,,Scotland
3068,ERROL C.E.,,Scotland
86002,ESHER,ESH,Wessex
17039,ESHOLT JN,,LNE
11207,ESKMEALS,,LNW
20,ESSEN HBF,ESS,Non Britain
45001,ESSENDINE,,LNE
54295,ESSEX ROAD,EXR,LNE
65515,ESSINGTON WOOD SDGS,,LNW
